Age,Education,Experience,SkillsScore,Certifications,JobRole,CompanyType,Salary
49,Master,9,65.0,8,DevOps Engineer,MNC,187201
38,PhD,7,68.0,1,Data Scientist,Government,179170
46,Bachelor,23,90.0,2,DevOps Engineer,Startup,195234
54,PhD,27,88.0,9,Data Scientist,Startup,254983
30,PhD,20,82.0,0,DevOps Engineer,Government,198425
56,High School,7,67.0,6,Software Engineer,MNC,149597
34,High School,8,67.0,0,DevOps Engineer,Startup,120259
51,Bachelor,14,47.0,8,DevOps Engineer,MNC,167157
35,PhD,17,62.0,0,Data Scientist,MNC,188851
28,High School,19,68.0,4,Data Analyst,Government,154489
34,,5,44.0,6,Data Scientist,Startup,130966
43,PhD,11,81.0,2,Data Scientist,Startup,195152
41,Bachelor,1,46.0,8,Data Scientist,Government,147639
36,Bachelor,6,81.0,7,Manager,MNC,186927
38,PhD,15,75.0,2,Manager,MNC,218534
44,Bachelor,2,80.0,4,Manager,Startup,158624
46,High School,2,66.0,6,Data Scientist,Government,130935
45,PhD,26,97.0,3,Data Analyst,Government,234322
49,High School,32,85.0,4,Data Scientist,MNC,222869
35,Master,27,41.0,2,Software Engineer,MNC,184327
21,Master,0,64.0,8,Data Analyst,Government,131712
45,Bachelor,7,48.0,9,Manager,Startup,163564
27,Master,31,92.0,8,DevOps Engineer,MNC,258506
29,High School,3,66.0,6,DevOps Engineer,Government,127942
44,Master,29,40.0,9,HR,Government,198136
21,High School,5,62.0,1,Data Analyst,Government,109008
28,Bachelor,18,49.0,6,Manager,Startup,175398
44,Bachelor,31,81.0,6,Data Analyst,MNC,210612
31,High School,8,91.0,4,Data Analyst,MNC,159583
37,Master,11,64.0,8,DevOps Engineer,MNC,187932
28,Bachelor,10,93.0,2,Data Scientist,Startup,174331
55,PhD,15,42.0,3,Software Engineer,MNC,181083
55,Bachelor,0,45.0,0,HR,MNC,88660
53,Master,20,97.0,5,Manager,MNC,242829
25,PhD,29,45.0,3,Data Analyst,MNC,210597
59,Master,12,,0,HR,Startup,155523
48,High School,33,41.0,1,Data Analyst,Government,171002
27,PhD,3,97.0,2,DevOps Engineer,Government,176360
29,Master,27,97.0,8,Software Engineer,MNC,235188
28,PhD,30,57.0,7,DevOps Engineer,MNC,249155
32,Master,26,62.0,6,HR,MNC,199750
54,PhD,4,41.0,3,Manager,Startup,161109
53,Master,24,51.0,0,Data Analyst,MNC,163146
43,High School,2,61.0,7,Software Engineer,Startup,129883
44,PhD,32,76.0,3,DevOps Engineer,MNC,245952
57,PhD,3,59.0,2,HR,MNC,148835
55,PhD,24,78.0,8,DevOps Engineer,Government,242040
42,PhD,19,63.0,9,Data Analyst,MNC,210696
47,High School,33,87.0,3,Data Analyst,Startup,204323
55,PhD,25,59.0,3,Manager,Government,219299
21,Bachelor,4,40.0,8,Software Engineer,Startup,131767
55,High School,34,40.0,1,Data Scientist,Government,195673
57,Bachelor,27,56.0,4,DevOps Engineer,Startup,190037
34,PhD,28,98.0,3,Data Analyst,Government,238419
23,Master,8,,8,HR,Startup,137784
21,Bachelor,5,92.0,4,DevOps Engineer,Startup,168042
25,PhD,18,91.0,8,Manager,MNC,243011
46,Bachelor,10,84.0,8,Manager,Government,194252
34,PhD,1,69.0,1,Data Analyst,Government,143374
59,PhD,8,80.0,8,Data Analyst,MNC,198279
47,PhD,20,86.0,2,Data Analyst,Startup,202152
29,Master,23,42.0,3,Data Scientist,Startup,173400
35,Bachelor,33,85.0,0,Data Analyst,Government,206718
35,High School,21,94.0,0,DevOps Engineer,Startup,171129
46,High School,2,50.0,0,DevOps Engineer,Government,95047
33,High School,11,63.0,8,Software Engineer,Government,147964
52,High School,27,61.0,7,HR,Startup,174064
59,PhD,29,83.0,4,Data Analyst,Startup,220777
52,Bachelor,25,84.0,4,DevOps Engineer,Startup,206647
24,Bachelor,20,65.0,8,DevOps Engineer,MNC,197431
50,Master,27,52.0,2,DevOps Engineer,Government,204086
57,Bachelor,25,40.0,2,Data Scientist,Startup,174341
43,Bachelor,32,63.0,6,HR,MNC,203944
59,Bachelor,20,49.0,8,Manager,Startup,186894
35,Master,34,74.0,5,DevOps Engineer,Government,240218
49,High School,33,63.0,1,Data Analyst,MNC,176686
56,Bachelor,17,67.0,0,DevOps Engineer,Government,164819
33,Master,10,75.0,1,HR,Startup,142102
52,Master,22,55.0,0,Manager,Startup,184682
27,PhD,21,79.0,9,Data Scientist,Startup,237635
42,Master,16,55.0,9,Software Engineer,MNC,198033
48,High School,4,98.0,8,Data Analyst,MNC,164046
22,Bachelor,10,56.0,9,Software Engineer,MNC,159353
26,Master,29,90.0,7,Data Scientist,MNC,250700
48,High School,14,93.0,6,HR,Startup,158323
48,Master,26,54.0,2,HR,Startup,169073
40,Master,34,55.0,7,Data Scientist,Startup,220251
50,Master,32,54.0,1,DevOps Engineer,MNC,209649
31,Master,19,96.0,1,Data Scientist,MNC,219784
48,Master,15,73.0,9,Data Analyst,Startup,186820
45,High School,33,50.0,2,Manager,Startup,193848
59,Bachelor,1,40.0,6,Software Engineer,MNC,131424
53,Bachelor,34,54.0,0,Software Engineer,Government,202216
21,Bachelor,27,65.0,7,HR,Startup,180167
47,Bachelor,5,90.0,6,DevOps Engineer,Startup,159864
33,High School,8,43.0,3,HR,Startup,91083
23,PhD,19,82.0,4,Data Analyst,MNC,211529
59,PhD,0,44.0,9,Data Scientist,Startup,164088
26,High School,7,74.0,0,Software Engineer,Startup,125573
28,High School,22,52.0,3,Data Analyst,Startup,143048
47,Master,2,49.0,0,HR,Startup,97194
29,Master,3,50.0,0,HR,Startup,105805
57,Master,24,57.0,9,Software Engineer,Government,209825
53,,14,73.0,0,HR,Government,149798
44,Master,20,78.0,6,DevOps Engineer,Startup,202927
35,PhD,34,80.0,6,HR,Startup,242033
52,Bachelor,13,81.0,3,Manager,Startup,179611
52,Master,11,89.0,1,Data Scientist,Startup,174700
44,Bachelor,16,62.0,2,HR,MNC,155537
32,PhD,8,46.0,7,Manager,MNC,182000
59,Master,34,98.0,7,Data Analyst,MNC,242078
22,PhD,12,78.0,5,HR,Government,179567
23,PhD,14,42.0,9,DevOps Engineer,Startup,186558
57,PhD,17,51.0,8,Data Analyst,MNC,189254
37,Master,32,46.0,8,HR,Startup,192259
22,High School,5,88.0,3,Software Engineer,Startup,138059
22,Master,26,,0,Manager,Government,207507
48,PhD,22,72.0,0,Manager,Government,213833
43,Master,26,76.0,9,Software Engineer,MNC,226409
57,,33,87.0,4,Data Scientist,MNC,262515
52,High School,13,,1,DevOps Engineer,Government,141368
53,Bachelor,7,41.0,5,Manager,Government,154840
21,High School,34,80.0,6,Data Analyst,Startup,197368
39,High School,18,46.0,0,DevOps Engineer,Startup,143328
22,Bachelor,29,71.0,5,Manager,MNC,220027
46,Master,13,43.0,7,Data Scientist,MNC,184590
52,Bachelor,19,59.0,4,Data Analyst,Government,153287
26,Master,24,89.0,6,DevOps Engineer,MNC,240287
52,Master,23,92.0,9,Data Analyst,Startup,223805
24,,13,75.0,5,Software Engineer,Government,198347
31,PhD,25,71.0,3,HR,Startup,202477
37,Bachelor,22,67.0,6,Software Engineer,Government,181543
58,High School,21,52.0,9,DevOps Engineer,Government,188496
44,Bachelor,18,40.0,8,HR,Startup,137019
25,Master,2,99.0,9,Software Engineer,MNC,176975
54,PhD,18,95.0,9,HR,MNC,230492
26,Bachelor,8,74.0,6,Manager,MNC,186245
42,Bachelor,27,87.0,4,Data Analyst,MNC,204857
31,PhD,19,69.0,6,HR,Startup,179954
36,PhD,6,93.0,2,Manager,Government,195920
53,PhD,13,75.0,1,Data Scientist,Startup,187818
29,Master,8,96.0,4,Software Engineer,MNC,177916
26,PhD,18,94.0,3,Data Scientist,MNC,225042
36,High School,13,64.0,4,DevOps Engineer,Startup,144322
49,Bachelor,16,55.0,7,Manager,Government,192326
23,PhD,29,97.0,3,Data Scientist,Startup,241053
40,PhD,8,58.0,8,Data Scientist,Startup,177102
56,Master,32,40.0,6,Manager,Startup,225653
39,Master,24,44.0,9,Data Analyst,Government,194465
46,Bachelor,13,90.0,6,HR,Startup,167586
23,High School,10,61.0,7,DevOps Engineer,Startup,142103
39,Bachelor,34,63.0,5,DevOps Engineer,MNC,215335
40,PhD,13,82.0,7,Software Engineer,Startup,204049
52,High School,29,84.0,2,HR,MNC,191696
27,High School,3,91.0,9,Software Engineer,MNC,167630
53,High School,3,76.0,9,DevOps Engineer,MNC,164869
59,High School,27,92.0,0,HR,Government,180764
38,Bachelor,7,75.0,5,Data Scientist,MNC,175506
21,Master,1,75.0,0,Data Analyst,Startup,121509
31,Master,21,43.0,8,Data Scientist,Startup,184794
48,PhD,15,75.0,1,Data Analyst,MNC,177789
45,Master,28,91.0,1,Manager,MNC,237338
43,Master,29,92.0,6,Software Engineer,Startup,225250
51,Master,11,57.0,1,Software Engineer,MNC,145933
50,Master,34,89.0,9,Manager,Government,262963
55,PhD,10,55.0,7,HR,MNC,159629
27,Bachelor,20,80.0,5,Manager,Government,208563
36,High School,20,57.0,6,DevOps Engineer,Government,182243
46,Master,4,61.0,6,Manager,Government,157558
22,Bachelor,19,41.0,5,Data Analyst,MNC,161935
21,Master,2,60.0,9,DevOps Engineer,Government,161342
32,,32,75.0,8,Manager,Government,245149
25,High School,8,83.0,8,Software Engineer,MNC,168078
57,High School,8,78.0,6,Data Scientist,Government,172081
52,High School,3,86.0,8,Data Analyst,MNC,156596
29,Master,34,78.0,9,Data Analyst,Startup,226460
55,Master,16,68.0,2,HR,Government,158012
39,Master,33,93.0,2,Data Scientist,MNC,247433
36,High School,23,65.0,0,Data Analyst,Startup,152135
23,PhD,31,60.0,4,Manager,Government,232223
40,Bachelor,0,56.0,3,Data Analyst,Government,98937
44,PhD,7,55.0,1,Data Analyst,MNC,152879
53,Master,22,99.0,8,Data Analyst,Startup,204599
44,,11,70.0,2,HR,MNC,162364
31,PhD,11,90.0,7,Data Analyst,Government,186839
28,Master,14,48.0,5,Data Analyst,Government,143752
56,Bachelor,18,70.0,4,HR,Government,160613
58,Master,25,53.0,0,DevOps Engineer,Government,188355
40,Bachelor,28,88.0,3,Data Scientist,Startup,221582
55,PhD,21,76.0,2,DevOps Engineer,Startup,216135
45,PhD,20,41.0,0,Software Engineer,MNC,169126
55,Master,19,91.0,4,HR,MNC,192527
45,Bachelor,28,87.0,5,HR,MNC,214656
49,Master,3,85.0,1,Data Analyst,Government,141521
38,High School,6,53.0,2,Data Analyst,MNC,120433
38,High School,27,98.0,5,Software Engineer,Startup,197473
22,High School,27,72.0,3,Data Analyst,MNC,178982
55,High School,3,74.0,8,Manager,MNC,163193
36,Master,21,97.0,4,Data Analyst,Startup,206266
56,High School,11,78.0,3,Data Analyst,Startup,133693
53,Bachelor,2,97.0,1,Manager,Government,160395
24,PhD,21,86.0,5,Software Engineer,Startup,224454
53,PhD,1,90.0,9,Manager,Startup,195337
34,High School,23,59.0,1,HR,MNC,152972
41,High School,33,41.0,6,Manager,Startup,207880
40,High School,26,90.0,2,Data Scientist,Government,204317
28,Master,0,80.0,8,HR,MNC,150934
27,PhD,7,58.0,4,Data Analyst,Government,163848
23,High School,22,98.0,7,HR,Startup,179830
37,,5,76.0,5,Software Engineer,Government,154345
53,High School,21,57.0,9,Software Engineer,Government,178354
32,PhD,24,55.0,7,Manager,Startup,226754
42,High School,17,43.0,2,HR,Startup,125988
42,PhD,16,51.0,2,Data Analyst,MNC,168757
50,High School,11,68.0,4,Software Engineer,MNC,145855
58,Bachelor,5,46.0,9,DevOps Engineer,MNC,144546
58,High School,25,53.0,2,Data Analyst,Startup,143564
28,Bachelor,26,94.0,7,DevOps Engineer,Government,225678
47,Bachelor,7,51.0,9,Data Scientist,Government,162848
47,High School,18,74.0,7,DevOps Engineer,MNC,180555
54,Bachelor,0,44.0,1,Software Engineer,MNC,117916
41,Master,28,56.0,3,Manager,Startup,204673
50,High School,34,97.0,9,Data Scientist,Government,254454
53,High School,13,81.0,0,HR,MNC,130893
48,Bachelor,34,71.0,3,Data Analyst,Startup,199784
53,Bachelor,19,49.0,3,Software Engineer,MNC,167803
25,High School,12,82.0,9,Data Scientist,Startup,186468
39,Master,7,56.0,8,Data Scientist,Government,163619
24,Bachelor,19,44.0,2,Software Engineer,Startup,143056
55,Bachelor,32,84.0,1,HR,MNC,195083
37,PhD,25,81.0,8,HR,MNC,222891
48,Master,20,48.0,8,Manager,Government,199950
50,Master,8,88.0,0,DevOps Engineer,Government,174140
49,High School,23,72.0,5,HR,MNC,165961
26,Master,16,75.0,9,Manager,MNC,215419
55,High School,23,75.0,7,DevOps Engineer,MNC,208676
57,PhD,20,57.0,2,Data Scientist,Government,200976
44,Master,12,48.0,8,Software Engineer,MNC,172352
49,Bachelor,10,96.0,1,HR,Government,156212
51,PhD,18,,5,Manager,MNC,221775
55,High School,10,89.0,0,Data Scientist,Startup,150202
53,PhD,12,53.0,6,HR,Startup,152167
41,High School,0,64.0,2,Data Analyst,MNC,97779
52,PhD,18,54.0,6,Data Scientist,Startup,208920
43,,11,45.0,3,HR,Government,121302
53,Master,7,95.0,8,Data Scientist,Startup,183700
23,Bachelor,7,81.0,4,Software Engineer,Startup,145246
38,High School,11,68.0,2,Software Engineer,Government,133173
45,PhD,32,54.0,7,Software Engineer,Startup,230745
51,High School,25,68.0,5,DevOps Engineer,Startup,191878
23,High School,27,43.0,1,Data Analyst,MNC,148648
44,High School,4,57.0,2,Software Engineer,Government,125736
52,PhD,7,89.0,7,Data Analyst,Government,176322
42,Bachelor,24,96.0,9,Software Engineer,MNC,230301
43,Master,26,88.0,6,DevOps Engineer,MNC,233341
22,Bachelor,22,83.0,9,Data Scientist,Startup,222952
47,High School,29,78.0,5,HR,Startup,184774
22,PhD,22,55.0,0,HR,Startup,176305
46,Bachelor,19,,8,Software Engineer,MNC,171785
37,High School,17,53.0,2,HR,Government,139729
53,Master,17,42.0,4,Software Engineer,Startup,160857
29,Master,1,90.0,6,Software Engineer,MNC,165608
59,Master,3,89.0,6,Manager,Government,187790
49,High School,29,81.0,2,Manager,MNC,223029
46,PhD,32,77.0,3,Manager,Startup,243737
55,Bachelor,17,84.0,9,Data Analyst,MNC,198332
45,Master,18,81.0,6,Manager,MNC,211166
44,High School,27,57.0,7,Software Engineer,MNC,192506
33,High School,19,97.0,1,DevOps Engineer,MNC,186879
27,Bachelor,32,59.0,8,DevOps Engineer,Government,220580
56,,11,97.0,6,Data Scientist,Startup,194332
40,High School,14,87.0,7,Manager,Government,191896
21,Bachelor,1,64.0,5,DevOps Engineer,MNC,133478
28,PhD,28,96.0,5,Manager,MNC,259751
36,PhD,9,77.0,8,Data Scientist,Startup,206425
34,PhD,1,52.0,3,DevOps Engineer,Startup,142680
32,Master,10,43.0,4,Software Engineer,Government,147248
43,Bachelor,12,94.0,8,Data Analyst,Government,179767
35,Bachelor,9,53.0,0,Manager,Startup,134462
48,High School,13,72.0,3,DevOps Engineer,Government,156079
54,High School,17,67.0,6,DevOps Engineer,MNC,173255
22,High School,8,91.0,8,Data Scientist,MNC,190287
52,Bachelor,27,76.0,9,Software Engineer,Startup,203819
43,High School,2,47.0,5,HR,Government,91875
42,Bachelor,19,83.0,7,DevOps Engineer,MNC,209519
45,Bachelor,5,73.0,8,Data Analyst,Startup,142202
42,PhD,26,83.0,9,Data Scientist,Government,257795
42,High School,1,44.0,3,DevOps Engineer,MNC,103592
26,PhD,28,93.0,0,DevOps Engineer,Government,234486
35,Master,2,44.0,7,Data Scientist,Government,146940
57,Master,15,70.0,1,Data Scientist,Government,188101
53,Master,29,84.0,0,Manager,Startup,223072
28,Bachelor,1,48.0,6,DevOps Engineer,MNC,130690
25,Bachelor,16,81.0,9,HR,Startup,177677
59,Bachelor,11,71.0,8,Data Analyst,MNC,173601
24,High School,34,72.0,8,Software Engineer,MNC,219576
26,PhD,0,42.0,2,Software Engineer,Startup,135374
52,Bachelor,14,69.0,5,HR,Startup,150699
50,PhD,25,89.0,6,Data Scientist,MNC,249447
55,PhD,20,51.0,9,Data Scientist,MNC,218715
36,PhD,30,68.0,8,Data Scientist,MNC,262445
33,High School,24,42.0,1,DevOps Engineer,Government,165873
50,High School,22,65.0,7,Data Scientist,MNC,188556
39,Master,23,96.0,6,Data Scientist,Startup,229876
37,Master,27,69.0,3,DevOps Engineer,Startup,204803
39,PhD,20,48.0,1,DevOps Engineer,Startup,185347
48,Master,17,65.0,7,HR,MNC,172114
46,PhD,34,41.0,4,Manager,MNC,244142
57,High School,8,42.0,5,DevOps Engineer,Government,126783
46,High School,29,85.0,6,Data Analyst,Government,191629
43,High School,33,43.0,9,Data Scientist,Startup,212527
29,Bachelor,31,64.0,0,Manager,Government,215588
32,PhD,2,90.0,7,Software Engineer,Government,191820
21,High School,2,52.0,3,HR,Startup,83717
21,PhD,27,78.0,8,Manager,MNC,262351
54,Master,14,83.0,0,DevOps Engineer,Government,172216
52,Master,22,74.0,1,Data Scientist,MNC,204423
45,High School,10,94.0,5,Data Scientist,Startup,166923
21,PhD,31,62.0,9,Data Scientist,Startup,240961
36,High School,32,48.0,0,Manager,Government,186689
59,Master,23,41.0,3,Data Scientist,Startup,173931
25,High School,33,93.0,7,DevOps Engineer,Startup,224927
42,PhD,27,80.0,9,Manager,Startup,261861
49,Master,6,83.0,4,Data Scientist,Government,181007
23,Bachelor,3,70.0,8,Software Engineer,Government,160201
32,Master,0,83.0,5,Software Engineer,Government,145146
46,Bachelor,0,86.0,0,Data Analyst,Startup,124728
36,,19,41.0,5,Data Scientist,MNC,175805
57,High School,18,71.0,5,Data Scientist,Startup,176032
42,PhD,28,57.0,5,Manager,Government,229964
49,Bachelor,9,52.0,7,Manager,MNC,169345
34,High School,17,85.0,5,Data Scientist,MNC,182722
48,Bachelor,27,44.0,4,Data Analyst,Government,173589
25,High School,34,97.0,1,Data Scientist,MNC,236110
50,Master,30,81.0,3,DevOps Engineer,MNC,228264
25,High School,26,83.0,9,Manager,Government,223375
32,PhD,10,49.0,4,Data Scientist,MNC,175119
36,Master,4,95.0,9,Manager,MNC,196864
46,PhD,7,82.0,3,Data Scientist,Government,183218
46,Master,33,64.0,1,HR,MNC,209464
41,Bachelor,11,73.0,6,Manager,MNC,188079
59,PhD,0,76.0,9,Data Analyst,MNC,167598
56,High School,30,69.0,9,HR,MNC,192752
53,Bachelor,3,46.0,1,DevOps Engineer,Government,108125
50,High School,4,45.0,0,Data Scientist,Startup,110365
57,Master,29,93.0,4,DevOps Engineer,Startup,233107
43,Master,23,94.0,0,Manager,MNC,222099
30,High School,2,42.0,0,HR,Government,71524
25,High School,10,52.0,0,DevOps Engineer,Government,134084
56,Bachelor,3,42.0,5,Data Analyst,MNC,111915
54,High School,25,65.0,8,Manager,Startup,200657
51,PhD,26,96.0,9,HR,MNC,252548
30,PhD,26,,0,DevOps Engineer,Government,209831
39,High School,5,92.0,4,HR,Government,142644
52,PhD,14,45.0,8,HR,Startup,173923
21,High School,29,82.0,8,DevOps Engineer,Government,225208
25,Bachelor,34,99.0,0,Software Engineer,Government,231868
24,,22,97.0,7,Data Scientist,Government,253543
36,PhD,5,88.0,0,Manager,Startup,173034
44,High School,3,81.0,7,Manager,Government,161609
36,PhD,17,51.0,0,Manager,MNC,191372
22,Master,8,88.0,4,HR,Startup,144377
48,Bachelor,28,75.0,7,DevOps Engineer,MNC,233263
52,Bachelor,12,41.0,5,Data Scientist,MNC,164605
47,PhD,16,50.0,8,Data Analyst,Startup,171418
40,PhD,31,78.0,0,Manager,MNC,249554
44,Master,21,73.0,8,DevOps Engineer,Startup,200039
32,Master,3,65.0,0,Data Scientist,MNC,145804
55,PhD,4,57.0,9,Data Scientist,Startup,179923
53,PhD,12,,9,Software Engineer,Government,198826
53,Master,33,75.0,2,DevOps Engineer,Government,229212
57,High School,21,79.0,0,Manager,MNC,179789
32,Master,22,91.0,2,HR,Government,187568
23,High School,2,85.0,1,Data Scientist,Startup,131758
21,Bachelor,33,83.0,1,Data Scientist,MNC,219544
53,Bachelor,31,61.0,8,Data Analyst,Government,212481
30,Master,20,92.0,7,Software Engineer,Government,210550
49,High School,20,98.0,0,Data Scientist,MNC,201681
33,Master,10,69.0,3,Data Scientist,Government,173306
32,Master,3,89.0,0,HR,Government,135480
51,High School,0,82.0,0,HR,MNC,112604
22,Master,27,99.0,3,Data Analyst,Government,207465
55,Bachelor,23,69.0,1,DevOps Engineer,Government,186611
43,PhD,34,47.0,2,Data Analyst,Government,207851
37,PhD,12,73.0,8,Data Analyst,Government,190449
46,Master,33,96.0,1,HR,MNC,222243
28,High School,10,86.0,3,DevOps Engineer,Startup,153660
49,High School,16,48.0,0,HR,Startup,105385
46,Bachelor,34,90.0,1,Software Engineer,Government,216948
30,High School,17,59.0,4,Manager,Government,175298
46,High School,21,79.0,9,Manager,Startup,213791
54,Bachelor,23,64.0,0,Software Engineer,Government,164930
27,Master,18,58.0,6,Manager,Startup,191260
24,PhD,20,44.0,3,DevOps Engineer,MNC,185038
31,Bachelor,7,50.0,5,HR,MNC,137420
49,Master,27,54.0,7,Manager,MNC,230191
56,Bachelor,4,47.0,5,DevOps Engineer,MNC,137238
45,Master,16,58.0,1,HR,MNC,153349
41,Bachelor,18,62.0,0,DevOps Engineer,MNC,168749
56,Master,26,66.0,7,Software Engineer,Startup,210782
30,Bachelor,33,79.0,7,Data Analyst,Government,220443
57,Master,10,71.0,8,Software Engineer,Startup,175945
29,Bachelor,11,65.0,5,Manager,MNC,175899
44,PhD,20,66.0,0,HR,Government,173345
55,PhD,10,58.0,8,DevOps Engineer,Government,185461
55,High School,27,89.0,2,Manager,MNC,218851
56,Master,4,81.0,5,Manager,MNC,188332
38,Bachelor,16,68.0,9,Data Analyst,MNC,181921
59,Master,19,78.0,9,Manager,MNC,223423
52,PhD,11,99.0,8,Data Analyst,MNC,203660
44,Master,5,80.0,2,HR,MNC,151607
43,Bachelor,16,72.0,4,HR,Government,162319
52,Master,18,58.0,4,DevOps Engineer,MNC,178169
57,Bachelor,25,76.0,9,Data Analyst,MNC,206111
32,PhD,31,,6,Software Engineer,Government,230686
33,PhD,5,72.0,3,HR,Startup,156118
43,PhD,10,86.0,3,DevOps Engineer,MNC,191322
45,,32,55.0,6,Software Engineer,Government,200909
55,,23,62.0,8,HR,Government,197989
50,Master,22,46.0,3,HR,Startup,160442
37,High School,14,65.0,3,DevOps Engineer,MNC,156710
40,PhD,26,71.0,5,DevOps Engineer,MNC,241133
45,Master,10,51.0,5,Data Scientist,MNC,161214
42,Master,16,47.0,6,Manager,Government,186883
33,Master,13,44.0,0,Manager,MNC,164270
39,Bachelor,26,81.0,2,Software Engineer,MNC,203510
56,High School,17,67.0,8,Manager,MNC,193429
32,,27,92.0,5,Software Engineer,MNC,226571
39,Bachelor,3,44.0,5,HR,Startup,110849
32,PhD,6,88.0,4,Data Scientist,Startup,189041
29,Master,34,65.0,2,Data Scientist,Startup,211914
27,Bachelor,8,44.0,4,HR,MNC,127893
48,Master,7,61.0,0,DevOps Engineer,MNC,157688
34,High School,16,54.0,2,Data Analyst,Government,143540
51,High School,16,52.0,3,Data Analyst,Government,127816
39,PhD,32,67.0,4,Manager,Government,244511
36,,31,72.0,9,DevOps Engineer,MNC,250131
25,Bachelor,7,82.0,8,Software Engineer,Startup,162295
55,PhD,18,62.0,3,Data Scientist,Startup,195660
32,Master,2,72.0,2,Manager,Startup,161347
45,PhD,4,82.0,9,HR,MNC,182048
41,Bachelor,12,57.0,0,DevOps Engineer,Startup,143242
56,PhD,30,89.0,9,Data Scientist,Government,273510
43,PhD,15,92.0,5,Software Engineer,Government,208733
36,PhD,31,69.0,6,Software Engineer,Startup,228552
59,Master,21,65.0,9,Data Analyst,Government,196978
59,Bachelor,28,55.0,7,Manager,Startup,208227
34,High School,21,52.0,0,HR,Startup,123923
51,Master,2,78.0,3,Data Scientist,Government,149582
25,High School,9,72.0,4,Software Engineer,Government,149205
55,High School,20,65.0,1,Data Scientist,Government,174646
43,Master,15,87.0,0,HR,Government,171129
49,Master,11,40.0,7,Data Scientist,Startup,162701
31,Bachelor,1,88.0,5,Manager,Government,171010
38,Bachelor,23,77.0,4,Data Analyst,Government,190714
32,PhD,34,41.0,8,Data Scientist,MNC,256366
29,High School,29,88.0,1,DevOps Engineer,Government,210430
30,Bachelor,29,45.0,9,Data Analyst,Government,196365
37,PhD,34,85.0,7,HR,Startup,241233
58,Bachelor,18,89.0,9,Data Analyst,Startup,189408
27,Master,7,77.0,8,Data Scientist,MNC,183760
33,Bachelor,25,81.0,0,Data Scientist,Government,198985
29,High School,6,63.0,6,DevOps Engineer,Government,140212
47,Bachelor,29,57.0,7,Software Engineer,Government,209416
22,High School,6,66.0,2,DevOps Engineer,Government,141509
25,Master,2,80.0,3,Data Scientist,Government,153625
49,High School,0,47.0,2,Data Analyst,Government,84369
57,Bachelor,24,67.0,6,DevOps Engineer,MNC,196123
58,PhD,0,49.0,8,DevOps Engineer,Government,155410
